1	600	41	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
1	600	73	1	0
2	600	79	1	0
2	600	150	1	0
2	600	72	1	0
2	600	144	1	0
3	600	58	1	0
3	600	80	1	0
3	600	60	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
3	600	101	1	0
3	600	39	1	0
3	600	94	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
4	600	47	1	0
4	600	69	1	0
4	600	41	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
5	600	44	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
5	600	116	1	0
3	600	101	1	0
3	600	39	1	0
5	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
6	600	100	1	0
6	600	39	1	0
6	600	103	1	0
7	600	40	1	0
7	600	95	1	0
7	600	51	1	0
8	600	88	1	0
8	600	44	1	0
8	600	83	1	0
9	600	137	1	0
9	600	60	1	0
9	600	132	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
3	600	101	1	0
3	600	39	1	0
1	600	41	1	0
1	600	80	1	0
1	600	151	1	0
2	600	54	1	0
2	600	126	1	0
2	600	48	1	0
